0.905887,0.423518,0.000951,2580.890625,-0.423476,0.905762,0.016264,3563.062744,0.006027,-0.015136,0.999867,14.644053,0,0,0,1
0.894973,0.445411,-0.025158,2607.214355,-0.445422,0.895304,0.005478,3550.749268,0.024964,0.006303,0.999668,15.446425,0,0,0,1
0.902344,0.429952,-0.030279,2634.504883,-0.430396,0.902587,-0.009778,3538.325195,0.023125,0.021855,0.999494,16.330267,0,0,0,1
0.902886,0.429279,-0.022712,2660.331543,-0.429301,0.903152,0.004139,3526.558105,0.02229,0.006013,0.999733,17.089899,0,0,0,1
0.912823,0.408026,-0.016389,2687.514404,-0.408094,0.912939,-0.000914,3514.600586,0.014589,0.007523,0.999865,17.8659,0,0,0,1
0.915815,0.40112,0.01966,2714.505615,-0.400659,0.915922,-0.02363,3502.663086,-0.027486,0.013764,0.999527,18.280355,0,0,0,1
0.90679,0.42097,0.022736,2741.655518,-0.420348,0.906943,-0.027606,3490.807861,-0.032242,0.015476,0.99936,17.894648,0,0,0,1
0.899694,0.43607,0.019846,2769.969482,-0.435867,0.899905,-0.013832,3477.987549,-0.023891,0.003795,0.999707,17.610577,0,0,0,1
-0.726591,0.686621,0.02484,2781.842773,-0.685946,-0.726996,0.030909,3465.91748,0.039282,0.005419,0.999213,17.631311,0,0,0,1
-0.728989,0.683429,0.038714,2765.37207,-0.680364,-0.729625,0.068935,3448.744629,0.075359,0.023913,0.99687,19.209208,0,0,0,1
-0.731086,0.682141,0.014011,2755.925781,-0.68006,-0.730206,0.065709,3439.367676,0.055053,0.03851,0.99774,20.337044,0,0,0,1
0.942517,0.331339,0.04332,2750.865234,-0.331174,0.943504,-0.011133,3420.840332,-0.044561,-0.003853,0.998999,20.894732,0,0,0,1
0.893455,0.448875,0.015795,2728.909668,-0.448681,0.893576,-0.014427,3431.303711,-0.02059,0.005803,0.999771,21.066418,0,0,0,1
0.884105,0.467033,0.015464,2714.221191,-0.4665,0.884051,-0.028835,3437.837891,-0.027138,0.018279,0.999465,21.078785,0,0,0,1
0.894375,0.44715,0.012245,2688.088135,-0.446752,0.894286,-0.025787,3449.653809,-0.022481,0.017593,0.999592,20.913521,0,0,0,1
0.884782,0.465763,0.015,2661.966797,-0.465484,0.884857,-0.018777,3461.461182,-0.022019,0.009631,0.999711,20.830528,0,0,0,1
0.885787,0.463953,0.011358,2635.947021,-0.464037,0.885793,0.006364,3473.262939,-0.007109,-0.010907,0.999915,20.741913,0,0,0,1
0.892645,0.450651,0.009964,2608.654785,-0.450327,0.892537,-0.024142,3484.588135,-0.019773,0.017063,0.999659,20.565054,0,0,0,1
0.889885,0.45614,0.006411,2583.084961,-0.455983,0.889821,-0.017249,3496.777344,-0.013573,0.012427,0.999831,20.373615,0,0,0,1
0.889841,0.456103,0.01236,2558.757813,-0.455956,0.889907,-0.012996,3507.734619,-0.016926,0.005928,0.999839,20.020037,0,0,0,1
0.88395,0.467453,0.010987,2534.511719,-0.467512,0.88398,0.00353,3518.890381,-0.008062,-0.008257,0.999933,19.641647,0,0,0,1
0.731824,-0.680445,0.03779,2535.592041,0.676064,0.731862,0.085532,3530.543457,-0.085857,-0.037046,0.995618,19.142033,0,0,0,1
0.740951,-0.667128,0.077016,2551.959961,0.661538,0.744817,0.087266,3546.516846,-0.115581,-0.013711,0.993203,16.8375,0,0,0,1
0.753461,-0.653899,0.068644,2563.207031,0.650012,0.756522,0.071826,3557.132813,-0.098898,-0.009499,0.995052,15.486471,0,0,0,1
